,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Tot_qual_cond,degrees_west,degrees_north,SalePrice,nhood_median_price,living_SF,liv_plus_grg_SF,total_indoor_SF,qXGrLivArea,qXliving_SF,qXliv_plus_grg_SF,qXtotal_indoor_SF,degNXqXindoorSF,nhoodXqXindoorSF,nhoodXsize,nhoodXqual
1247,1248,80,RL,,12328,Pave,None,1,Lvl,AllPub,Inside,1,Mitchel,0,0,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,0,0,CBlock,0,0,2,5,539,0,0,473,1012,GasA,0,1,1,1034,0,0,1034,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1976.0,1,3,888,0,0,Y,0,0,0,0,0,0,-1,None,None,0,5,2010,WD,Normal,-3,93.6048323,41.9923905,169900,153500.0,1573,2461,2934,1040,9438,14766,17604,739234.042362,2702214000.0,450369000.0,921000.0
1248,1249,75,RM,60.0,9600,Pave,Grvl,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,5,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,0,0,BrkTil,1,0,0,2,319,0,0,416,735,OthW,-1,0,1,1134,924,0,2058,0,0,1,1,3,1,0,8,0,1,1,Detchd,1950.0,1,2,396,-1,-1,P,0,0,259,0,0,0,-1,None,None,0,4,2008,WD,Normal,-3,93.6158599,42.0315288,129500,119000.0,2377,2773,3189,2064,14262,16638,19134,804231.2720592,2276946000.0,379491000.0,714000.0
1249,1250,20,RL,60.0,7200,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,3,534,2,96,246,876,GasA,0,1,1,988,0,0,988,0,0,1,0,3,1,0,6,0,0,-2,Attchd,1950.0,1,1,276,0,0,Y,0,80,0,0,0,0,-1,None,None,0,5,2007,WD,Normal,-3,,,119000,140000.0,1522,1798,2140,993,7610,8990,10700,,1498000000.0,299600000.0,700000.0
1250,1251,20,RL,93.0,11160,Pave,None,0,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,1,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,,0.0,1,0,CBlock,0,0,0,4,1065,0,0,1045,2110,GasA,2,1,1,2110,0,0,2110,1,0,2,1,3,1,2,8,0,2,0,Attchd,1968.0,3,2,522,0,0,Y,0,0,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,4,,,244000,140000.0,3175,3697,4742,2117,22225,25879,33194,,4647160000.0,663880000.0,980000.0
1251,1252,120,RL,,3136,Pave,None,1,Lvl,AllPub,Corner,1,NridgHt,0,0,TwnhsE,1,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,1,0,PConc,1,0,0,0,0,0,0,1405,1405,GasA,2,1,1,1405,0,0,1405,0,0,2,0,2,1,1,6,0,1,1,Attchd,2003.0,2,2,478,0,0,Y,148,36,0,0,0,0,-1,None,None,0,3,2006,WD,Normal,4,93.6521432,42.0593971,171750,315000.0,1405,1883,3288,1412,9835,13181,23016,968039.0836536,7250040000.0,1035720000.0,2205000.0
1252,1253,20,RL,62.0,9858,Pave,None,0,Lvl,AllPub,Inside,1,Mitchel,0,0,1Fam,1,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,0,3,510,0,0,354,864,GasA,0,1,1,874,0,0,874,1,0,1,0,3,1,0,5,0,0,-2,Attchd,1968.0,2,1,288,0,0,Y,33,0,0,0,0,0,-1,GdWo,Shed,600,11,2009,WD,Normal,-3,93.6048323,41.9923905,130000,153500.0,1384,1672,2026,879,6920,8360,10130,425382.915765,1554955000.0,310991000.0,767500.0
1253,1254,60,RL,,17542,Pave,None,1,Lvl,AllPub,Inside,1,Veenker,0,0,1Fam,4,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,1,0,CBlock,0,0,1,1,125,4,1031,36,1192,GasA,0,1,1,1516,651,0,2167,1,0,2,1,3,1,1,9,0,2,1,Attchd,1974.0,2,2,518,0,0,Y,220,47,0,0,0,0,-1,MnPrv,None,0,7,2007,WD,Normal,2,93.6515453,42.0383826,294000,218000.0,2292,2810,3877,2174,16044,19670,27139,1140879.6653814,5916302000.0,845186000.0,1526000.0
1254,1255,60,RL,60.0,6931,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,4,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,1,0,PConc,1,0,0,0,0,0,0,746,746,GasA,2,1,1,760,896,0,1656,0,0,2,1,3,1,1,7,0,1,1,BuiltIn,2003.0,3,2,397,0,0,Y,178,128,0,0,0,0,-1,None,None,0,7,2008,WD,Normal,4,93.6700775,42.0256764,165400,121750.0,1656,2053,2799,1663,11592,14371,19593,823409.0777052001,2385447750.0,340778250.0,852250.0
1255,1256,50,RM,52.0,6240,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,3,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,-1,0,1,425,0,0,459,884,GasA,0,1,0,959,408,0,1367,0,0,1,0,3,1,0,6,0,1,1,Detchd,1978.0,1,1,560,0,0,Y,0,0,0,0,120,0,-1,None,None,0,11,2007,WD,Normal,-1,93.6276074,42.0322741,127500,124300.0,1792,2352,2811,1373,10752,14112,16866,708916.3349706001,2096443800.0,349407300.0,745800.0
1256,1257,20,RL,91.0,14303,Pave,None,1,Lvl,AllPub,Corner,1,NoRidge,0,0,1Fam,1,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,1,0,PConc,1,0,1,5,1314,0,0,672,1986,GasA,2,1,1,1987,0,0,1987,1,0,2,0,2,1,1,7,0,1,0,Attchd,1994.0,3,2,691,0,0,Y,262,36,0,0,0,0,-1,None,None,0,8,2008,WD,Normal,3,93.6550459,42.051161,301500,301500.0,3301,3992,4664,1995,26408,31936,37312,1569012.9192320001,11249568000.0,1406196000.0,2412000.0
1257,1258,30,RL,56.0,4060,Pave,None,0,Lvl,AllPub,Corner,1,Edwards,-2,0,1Fam,1,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,-1,0,0,0,0,0,0,864,864,GasA,2,1,1,864,0,0,864,0,0,1,0,2,1,0,4,0,0,-2,None,,0,0,0,-2,-2,Y,0,96,0,0,0,0,-1,None,None,0,7,2009,WD,Normal,-5,93.6700775,42.0256764,99900,121750.0,864,864,1728,869,4320,4320,8640,363101.844096,1051920000.0,210384000.0,608750.0
1258,1259,80,RL,59.0,9587,Pave,None,1,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,1,0,PConc,1,0,1,5,655,0,0,201,856,GasA,2,1,1,1166,0,0,1166,1,0,2,0,2,1,1,5,0,0,-2,Attchd,2005.0,3,2,400,0,0,Y,212,0,0,0,0,0,-1,None,None,0,7,2008,WD,Normal,1,93.6482427,42.1073852,190000,181000.0,1821,2221,2422,1173,12747,15547,16954,713888.6086808001,3068674000.0,438382000.0,1267000.0
1259,1260,20,RL,65.0,9750,Pave,None,0,Lvl,AllPub,FR2,1,NAmes,0,0,1Fam,1,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,1,0,0,4,602,1,438,14,1054,GasA,1,1,1,1054,0,0,1054,1,0,1,1,3,1,0,6,0,0,-2,Attchd,1969.0,1,2,460,0,0,Y,180,0,0,0,80,0,-1,None,None,0,7,2008,WD,Normal,-2,,,151000,140000.0,1656,2116,2568,1060,9936,12696,15408,,2157120000.0,359520000.0,840000.0
1260,1261,60,RL,,24682,Pave,None,3,Lvl,AllPub,CulDSac,1,Gilbert,-2,0,1Fam,4,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,0,0,0,0,0,841,841,GasA,2,1,1,892,783,0,1675,0,0,2,1,3,1,0,7,0,1,0,BuiltIn,1999.0,3,2,502,0,0,Y,0,103,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,1,93.6482427,42.1073852,181000,181000.0,1675,2177,3018,1681,10050,13062,18108,762480.5312016001,3277548000.0,546258000.0,1086000.0
1261,1262,20,RL,80.0,9600,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,2,504,0,0,546,1050,GasA,1,1,1,1050,0,0,1050,0,0,1,0,2,1,0,5,0,0,-2,Attchd,1956.0,1,1,338,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,-2,,,128900,140000.0,1554,1892,2438,1055,7770,9460,12190,,1706600000.0,341320000.0,700000.0
1262,1263,50,RL,,11250,Pave,None,0,Lvl,AllPub,Inside,1,ClearCr,0,0,1Fam,3,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,2,0,0,0,0,1104,1104,GasA,2,1,0,1104,684,0,1788,1,0,1,0,5,1,0,8,-2,2,0,Attchd,1957.0,1,1,304,0,0,Y,120,0,0,0,0,0,-1,None,None,0,11,2009,WD,Normal,1,93.6496345,42.035702,161500,200250.0,1788,2092,3196,1792,7152,8368,12784,537384.414368,2559996000.0,639999000.0,801000.0
1263,1264,70,RL,60.0,13515,Pave,Pave,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,4,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,0,0,0,0,0,0,0,764,764,GasA,2,1,0,1060,764,0,1824,0,0,1,0,3,1,0,8,0,1,1,Detchd,1940.0,1,2,520,0,0,N,0,0,126,0,0,0,-1,GdPrv,None,0,7,2007,WD,Normal,2,93.6276074,42.0322741,180500,124300.0,1824,2344,3108,1830,10944,14064,18648,783817.8474168001,2317946400.0,386324400.0,745800.0
1264,1265,120,RH,34.0,4060,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,TwnhsE,1,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,,0.0,1,0,PConc,1,0,0,5,266,0,0,1139,1405,GasA,2,1,1,1337,0,0,1337,1,0,2,0,2,1,1,5,0,0,-2,Attchd,1998.0,3,2,511,0,0,Y,144,68,0,0,0,0,-1,None,None,0,8,2008,COD,Abnorml,1,,,181000,140000.0,1603,2114,3253,1343,9618,12684,19518,,2732520000.0,455420000.0,840000.0
1265,1266,160,FV,35.0,3735,Pave,None,0,Lvl,AllPub,FR3,1,Somerst,0,0,TwnhsE,4,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,1,0,PConc,1,0,0,5,450,0,0,241,691,GasA,2,1,1,713,739,0,1452,1,0,2,1,3,1,1,6,0,0,-2,Detchd,1999.0,1,2,506,0,0,Y,0,34,0,0,0,0,-1,None,None,0,3,2006,WD,Normal,1,93.6435389,42.0489287,183900,225500.0,1902,2408,2649,1459,13314,16856,18543,779713.2848841,4181446500.0,597349500.0,1578500.0
1266,1267,190,RM,60.0,10120,Pave,None,1,Bnk,AllPub,Inside,1,OldTown,-2,0,2fmCon,5,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,-1,0,CBlock,0,0,0,0,0,0,0,925,925,GasA,0,0,-1,964,925,0,1889,0,0,1,1,4,2,0,9,0,1,1,Detchd,1960.0,1,1,308,0,0,N,0,0,264,0,0,0,-1,MnPrv,None,0,1,2007,WD,Normal,-1,93.6158599,42.0315288,122000,119000.0,1889,2197,3122,1896,13223,15379,21854,918557.0303951999,2600626000.0,371518000.0,833000.0
1267,1268,20,RL,89.0,13214,Pave,None,1,HLS,AllPub,Inside,1,Timber,0,0,1Fam,1,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,,0.0,2,0,PConc,2,0,1,0,0,0,0,2002,2002,GasA,2,1,1,2018,0,0,2018,0,0,2,0,3,1,2,10,0,1,1,Attchd,2009.0,3,3,746,0,0,Y,144,76,0,0,0,0,-1,None,None,0,5,2010,WD,Normal,6,93.6511065,42.0014912,378500,228475.0,2018,2764,4766,2027,18162,24876,42894,1801611.9635327999,9800206650.0,1088911850.0,2056275.0
1268,1269,50,RL,,14100,Pave,None,1,Lvl,AllPub,Inside,2,Crawfor,0,0,1Fam,3,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,0,1,CBlock,0,0,1,2,192,0,0,536,728,GasA,2,1,1,1968,1479,0,3447,0,0,3,1,4,1,1,11,0,2,1,BuiltIn,1982.0,1,3,1014,0,0,Y,314,12,0,0,0,0,-1,GdWo,None,0,5,2008,WD,Normal,4,93.6196433,42.0262182,381000,200624.0,3639,4653,5189,3455,29112,37224,41512,1744592.3699184002,8328303488.0,1041037936.0,1604992.0
1269,1270,50,RL,78.0,11344,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,-2,0,1Fam,3,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,0,0,CBlock,0,0,0,3,460,0,0,414,874,GasW,0,1,0,874,650,0,1524,0,0,1,1,3,1,0,7,0,0,-2,Attchd,1958.0,1,1,315,0,0,Y,0,0,0,0,0,0,-1,GdWo,None,0,7,2007,WD,Normal,-3,,,144000,140000.0,1984,2299,2713,1529,9920,11495,13565,,1899100000.0,379820000.0,700000.0
1270,1271,40,RL,,23595,Pave,None,0,Low,AllPub,Inside,3,ClearCr,0,0,1Fam,1,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,,0.0,1,0,PConc,1,0,1,5,1258,0,0,74,1332,GasA,0,1,1,1332,192,0,1524,2,0,0,1,0,1,1,4,0,1,0,Attchd,1979.0,3,2,586,0,0,Y,268,0,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,1,93.6496345,42.035702,260000,200250.0,2782,3368,3442,1531,19474,23576,24094,1012808.203988,4824823500.0,689260500.0,1401750.0
1271,1272,20,RL,,9156,Pave,None,1,Lvl,AllPub,Inside,1,NWAmes,1,0,1Fam,1,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,,0.0,0,0,CBlock,0,0,0,0,0,0,0,1489,1489,GasA,1,1,1,1489,0,0,1489,0,0,2,0,3,1,1,7,0,1,1,Attchd,1968.0,2,2,462,0,0,Y,0,0,0,0,0,0,-1,None,None,0,8,2009,WD,Normal,2,93.6668704,42.0561644,185750,182900.0,1489,1951,3440,1495,8934,11706,20640,868039.233216,3775056000.0,629176000.0,1097400.0
1272,1273,20,RL,,13526,Pave,None,1,Lvl,AllPub,CulDSac,1,Sawyer,0,0,1Fam,1,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,0,0,CBlock,0,0,0,3,560,1,375,0,935,GasA,0,1,1,935,0,0,935,1,0,1,0,3,1,0,5,0,0,-2,Attchd,1965.0,1,1,288,0,0,Y,180,0,0,0,0,0,-1,MnPrv,None,0,11,2006,WD,Normal,-3,93.6196433,42.0262182,137000,135000.0,1495,1783,2158,940,7475,8915,10790,453462.894378,1456650000.0,291330000.0,675000.0
1273,1274,80,RL,124.0,11512,Pave,None,1,Lvl,AllPub,Corner,1,Edwards,0,0,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,0,0,CBlock,0,0,2,4,719,0,0,300,1019,GasA,1,1,1,1357,0,0,1357,1,0,1,0,2,1,2,5,0,1,1,Basment,1959.0,2,1,312,0,0,Y,0,0,0,0,163,0,-1,GdPrv,None,0,5,2008,WD,Normal,3,93.6700775,42.0256764,177000,121750.0,2076,2388,2688,1363,12456,14328,16128,677790.1089792,1963584000.0,327264000.0,730500.0
1274,1275,50,RL,53.0,5362,Pave,None,0,Lvl,AllPub,Corner,1,Crawfor,0,0,1Fam,3,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,0,0,PConc,0,0,0,0,0,0,0,661,661,GasA,2,1,1,661,589,0,1250,0,0,2,0,3,1,0,8,0,1,1,Detchd,1985.0,1,2,552,0,0,Y,242,0,81,0,0,0,-1,None,None,0,11,2007,WD,Normal,2,93.6196433,42.0262182,139000,200624.0,1250,1802,2463,1255,6250,9010,12315,517552.877133,2470684560.0,494136912.0,1003120.0
1275,1276,90,RL,95.0,11345,Pave,None,0,Lvl,AllPub,Corner,1,NAmes,-2,0,Duplex,4,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,0,0,CBlock,0,0,0,2,220,0,0,708,928,GasA,1,1,0,928,992,0,1920,0,0,2,0,4,2,0,10,0,0,-2,Detchd,1948.0,1,2,400,0,-1,Y,0,0,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,-3,,,137000,140000.0,2140,2540,3248,1925,10700,12700,16240,,2273600000.0,454720000.0,700000.0
1276,1277,60,RL,,12936,Pave,None,1,Lvl,AllPub,CulDSac,1,NWAmes,0,0,1Fam,4,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,,0.0,0,0,CBlock,0,1,0,3,593,0,0,130,723,GasA,0,1,1,735,660,0,1395,0,1,1,1,3,1,0,6,0,1,0,Attchd,1972.0,1,2,497,0,0,Y,294,116,0,0,0,0,-1,None,None,0,12,2009,WD,Normal,0,93.6668704,42.0561644,162000,182900.0,1988,2485,2615,1401,11928,14910,15690,659861.219436,2869701000.0,478283500.0,1097400.0
1277,1278,80,RL,,17871,Pave,None,1,Lvl,AllPub,CulDSac,1,NWAmes,0,0,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,0,0,CBlock,1,0,2,4,528,0,0,1152,1680,GasA,-1,1,1,1724,0,0,1724,1,0,1,1,3,1,0,7,0,1,1,Attchd,1967.0,2,2,480,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,-1,93.6668704,42.0561644,197900,182900.0,2252,2732,3884,1730,13512,16392,23304,980076.8551776,4262301600.0,710383600.0,1097400.0
1278,1279,60,RL,75.0,9473,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,4,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,1,0,PConc,1,0,0,5,804,0,0,324,1128,GasA,2,1,1,1128,903,0,2031,1,0,2,1,3,1,1,7,0,1,1,Attchd,2002.0,2,2,577,0,0,Y,0,211,0,0,0,0,-1,None,None,0,3,2008,WD,Normal,4,93.6629245,42.0210558,237000,197200.0,2835,3412,3736,2039,22680,27296,29888,1255925.3157504,5893913600.0,736739200.0,1577600.0
1279,1280,50,C (all),60.0,7500,Pave,None,0,Lvl,AllPub,Inside,1,IDOTRR,0,0,1Fam,3,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,1,CBlock,0,0,0,0,0,0,0,698,698,GasA,0,1,0,698,430,0,1128,0,0,1,0,2,1,0,6,0,0,-2,Detchd,1980.0,2,2,528,0,0,Y,30,0,164,0,0,0,-1,None,None,0,4,2010,COD,Abnorml,-2,93.6196433,42.0262182,68400,103000.0,1128,1656,2354,1132,4512,6624,9416,395718.87057120004,969848000.0,242462000.0,412000.0
1280,1281,20,RL,67.0,9808,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,1,0,PConc,1,0,0,5,788,0,0,785,1573,GasA,2,1,1,1573,0,0,1573,1,0,2,0,3,1,1,6,0,0,-2,Attchd,2002.0,2,2,544,0,0,Y,0,72,0,0,0,0,-1,None,None,0,3,2009,WD,Normal,1,93.6629245,42.0210558,227000,197200.0,2361,2905,3690,1580,16527,20335,25830,1085403.8713139999,5093676000.0,727668000.0,1380400.0
1281,1282,20,RL,50.0,8049,Pave,None,1,Lvl,AllPub,CulDSac,1,Timber,0,0,1Fam,1,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,0,0,CBlock,1,0,0,4,1053,0,0,256,1309,GasA,0,1,1,1339,0,0,1339,1,0,2,0,2,1,0,6,0,1,0,Attchd,1990.0,3,2,484,1,1,Y,0,58,0,0,90,0,-1,None,None,0,7,2006,WD,Normal,1,93.6511065,42.0014912,180000,228475.0,2392,2876,3132,1346,16744,20132,21924,920840.6930687999,5009085900.0,715583700.0,1599325.0
1282,1283,20,RL,61.0,8800,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,1,0,1,1,532,2,144,364,1040,GasA,0,1,1,1040,0,0,1040,0,0,2,0,3,1,1,5,0,0,-2,Detchd,1977.0,1,2,484,0,0,Y,0,0,0,0,288,0,-1,None,None,0,9,2009,WD,Normal,-2,93.6629245,42.0210558,150500,197200.0,1572,2056,2564,1045,7860,10280,12820,538709.935356,2528104000.0,505620800.0,986000.0
1283,1284,90,RL,94.0,9400,Pave,None,0,Low,AllPub,Corner,1,Mitchel,0,0,Duplex,4,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,,0.0,0,0,CBlock,0,0,2,0,0,0,0,912,912,GasA,0,1,1,912,912,0,1824,0,0,2,2,4,2,0,8,0,0,-2,None,,0,0,0,-2,-2,Y,128,0,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,-7,93.6048323,41.9923905,139000,153500.0,1824,1824,2736,1830,10944,10944,16416,689347.082448,2519856000.0,419976000.0,921000.0
1284,1285,50,RL,50.0,9638,Pave,None,0,Lvl,AllPub,Inside,1,SWISU,-2,0,1Fam,3,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,0,0,PConc,0,0,0,0,0,0,0,804,804,GasA,2,1,1,1699,748,0,2447,0,0,2,0,4,1,1,10,-2,1,1,Detchd,1969.0,1,1,336,0,0,Y,272,0,42,0,116,0,-1,None,None,0,3,2010,WD,Normal,3,93.6554093,42.0126438,169000,139500.0,2447,2783,3587,2453,14682,16698,21522,904196.1198636,3002319000.0,500386500.0,837000.0
1285,1286,50,RM,50.0,6000,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,3,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,-1,CBlock,0,0,0,0,0,0,0,780,780,GasA,2,1,-1,825,587,0,1412,0,0,1,0,4,1,0,6,0,1,1,Detchd,1939.0,1,1,280,0,0,Y,45,0,0,0,0,0,-1,None,None,0,5,2009,WD,Normal,1,93.6276074,42.0322741,132500,124300.0,1412,1692,2472,1418,8472,10152,14832,623422.6894512001,1843617600.0,307269600.0,745800.0
1286,1287,20,RL,,9790,Pave,None,0,Lvl,AllPub,Inside,1,NWAmes,-2,0,1Fam,1,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,0,0,CBlock,0,0,0,4,569,2,81,678,1328,GasA,0,1,1,1328,0,0,1328,1,0,1,1,3,1,0,6,0,2,1,Attchd,1963.0,1,2,528,0,0,Y,0,26,0,0,0,0,-1,None,None,0,6,2010,WD,Normal,0,93.6668704,42.0561644,143000,182900.0,1897,2425,3184,1334,11382,14550,19104,803440.9646976,3494121600.0,582353600.0,1097400.0
1287,1288,20,RL,,36500,Pave,None,1,Low,AllPub,Inside,2,ClearCr,0,0,1Fam,1,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,0,1,CBlock,0,0,2,2,812,0,0,812,1624,GasA,-1,1,1,1582,0,0,1582,0,1,2,0,4,1,0,7,0,0,-2,Attchd,1964.0,1,2,390,0,0,N,168,198,0,0,0,0,-1,None,None,0,6,2006,WD,Normal,-3,93.6496345,42.035702,190000,200250.0,2394,2784,3596,1587,11970,13920,17980,755801.9219600001,3600495000.0,720099000.0,1001250.0
1288,1289,120,RL,40.0,5664,Pave,None,1,Lvl,AllPub,Inside,1,StoneBr,0,0,TwnhsE,1,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,,0.0,1,0,PConc,1,0,0,5,1158,0,0,343,1501,GasA,2,1,1,1659,0,0,1659,1,0,2,0,2,1,2,5,0,1,2,Attchd,2000.0,3,2,499,0,0,Y,212,59,0,0,0,0,-1,None,None,0,10,2009,WD,Normal,6,93.6352844,42.0606141,278000,278000.0,2817,3316,3659,1667,22536,26528,29272,1231198.2959352,8137616000.0,1017202000.0,2224000.0
1289,1290,60,RL,86.0,11065,Pave,None,1,Lvl,AllPub,Inside,1,NridgHt,0,0,1Fam,4,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,1,0,PConc,1,0,1,0,0,0,0,1085,1085,GasA,2,1,1,1120,850,0,1970,0,0,2,1,3,1,2,8,0,1,1,BuiltIn,2006.0,3,3,753,0,0,Y,177,74,0,0,0,0,-1,None,None,0,10,2006,New,Partial,5,93.6521432,42.0593971,281000,315000.0,1970,2723,3808,1978,15760,21784,30464,1281297.4732543998,9596160000.0,1199520000.0,2520000.0
1290,1291,80,RL,,14112,Pave,None,1,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,0,0,PConc,0,0,2,5,1014,0,0,138,1152,GasA,0,1,1,1152,0,0,1152,1,0,1,0,3,1,0,6,0,1,1,Attchd,1964.0,2,2,484,0,0,Y,227,0,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,0,,,180500,140000.0,2166,2650,2788,1157,10830,13250,13940,,1951600000.0,390320000.0,700000.0
1291,1292,160,RM,21.0,1680,Pave,None,0,Lvl,AllPub,Inside,1,BrDale,0,0,Twnhs,4,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,0,0,CBlock,0,0,0,4,231,0,0,399,630,GasA,0,1,1,630,672,0,1302,0,0,2,1,3,1,0,6,0,0,-2,Detchd,1972.0,1,1,264,0,0,Y,185,0,0,0,0,0,-1,None,None,0,2,2009,WD,Normal,-3,93.6305266,42.0538966,119500,106000.0,1533,1797,2196,1307,7665,8985,10980,461751.784668,1163880000.0,232776000.0,530000.0
