,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Tot_qual_cond,degrees_west,degrees_north
1052,1053,60,RL,100.0,9500,Pave,None,0,Lvl,AllPub,Corner,1,NAmes,-2,0,1Fam,4,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,0,0,CBlock,0,0,0,2,442,0,0,374,816,GasA,0,1,1,1127,850,0,1977,0,1,1,1,4,1,0,9,0,1,0,Attchd,1964.0,2,2,540,0,0,Y,0,52,0,0,0,0,-1,GdPrv,None,0,6,2007,WD,Normal,165000,-1,,
1053,1054,20,RL,68.0,8562,Pave,None,0,Lvl,AllPub,Inside,2,Edwards,0,0,1Fam,1,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,0,0,CBlock,0,0,2,2,383,0,0,833,1216,GasA,2,1,0,1526,0,0,1526,0,0,1,0,4,1,0,7,-2,1,1,Basment,1957.0,1,1,364,0,0,Y,116,78,0,0,0,0,-1,None,None,0,5,2010,WD,Normal,144500,2,93.6700775,42.0256764
1054,1055,60,RL,90.0,11367,Pave,None,0,Lvl,AllPub,Corner,1,CollgCr,0,0,1Fam,4,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,1,0,PConc,1,0,1,5,932,0,0,133,1065,GasA,2,1,1,1091,898,0,1989,1,0,2,1,3,1,1,7,0,1,1,Attchd,2002.0,3,2,586,0,0,Y,199,60,0,0,0,0,-1,None,None,0,11,2006,WD,Normal,255000,4,93.6629245,42.0210558
1055,1056,20,RL,104.0,11361,Pave,None,0,Lvl,AllPub,Inside,1,NWAmes,0,0,1Fam,1,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,0,0,CBlock,1,0,0,4,644,0,0,549,1193,GasA,0,1,1,1523,0,0,1523,0,1,2,0,3,1,0,7,0,1,0,Attchd,1976.0,3,2,478,0,0,Y,0,0,0,0,189,0,-1,MnPrv,None,0,5,2008,COD,Abnorml,180000,-1,93.6668704,42.0561644
1056,1057,120,RL,43.0,7052,Pave,None,1,Lvl,AllPub,Inside,1,NridgHt,0,0,TwnhsE,1,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,1,0,PConc,1,0,2,5,659,0,0,705,1364,GasA,2,1,1,1364,0,0,1364,1,0,2,0,2,1,1,6,0,1,1,Attchd,2005.0,2,2,484,0,0,Y,192,36,0,0,0,0,-1,None,None,0,6,2006,WD,Normal,185850,4,93.6521432,42.0593971
1057,1058,60,RL,,29959,Pave,None,2,Lvl,AllPub,FR2,1,NoRidge,0,0,1Fam,4,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,,0.0,1,0,PConc,1,0,0,5,595,0,0,378,973,GasA,2,1,1,979,871,0,1850,0,0,2,1,3,1,1,7,0,1,1,BuiltIn,1994.0,3,2,467,0,0,Y,168,98,0,0,0,0,-1,None,None,0,1,2009,WD,Normal,248000,4,93.6550459,42.051161
1058,1059,60,RL,96.0,11308,Pave,None,1,Lvl,AllPub,Inside,1,NridgHt,0,0,1Fam,4,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,2,0,PConc,2,0,2,5,936,0,0,168,1104,GasA,2,1,1,1130,1054,0,2184,1,0,2,1,3,1,2,10,0,1,1,Attchd,2008.0,3,3,836,0,0,Y,0,102,0,0,0,0,-1,None,None,0,7,2009,WD,Normal,335000,6,93.6521432,42.0593971
1059,1060,50,RL,,11275,Pave,None,1,HLS,AllPub,Corner,2,Crawfor,0,0,1Fam,3,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,0,0,CBlock,0,0,1,2,297,1,557,0,854,GasA,0,1,1,1096,895,0,1991,0,0,1,1,3,1,0,7,0,1,1,Detchd,1977.0,1,2,432,0,-1,Y,0,0,19,0,0,0,-1,None,None,0,3,2007,WD,Normal,220000,-1,93.6196433,42.0262182
1060,1061,120,RL,41.0,4920,Pave,None,0,Lvl,AllPub,Inside,1,StoneBr,0,0,TwnhsE,1,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,,0.0,1,0,PConc,1,0,1,5,616,0,0,722,1338,GasA,2,1,1,1338,0,0,1338,1,0,2,0,2,1,1,6,0,0,-2,Attchd,2001.0,3,2,582,0,0,Y,0,0,170,0,0,0,-1,None,None,0,4,2010,WD,Normal,213500,1,93.6352844,42.0606141
1061,1062,30,C (all),120.0,18000,Grvl,None,0,Low,AllPub,Inside,1,IDOTRR,0,0,1Fam,1,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,-1,0,CBlock,0,0,0,0,0,0,0,894,894,GasA,0,1,1,894,0,0,894,0,0,1,0,2,1,0,6,0,0,-2,Detchd,1994.0,2,3,1248,0,0,Y,0,20,0,0,0,0,-1,None,Shed,560,8,2008,ConLD,Normal,81000,-4,93.6196433,42.0262182
1062,1063,190,RM,85.0,13600,Pave,Grvl,0,Lvl,AllPub,Inside,1,OldTown,0,0,2fmCon,4,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,662,662,GasA,0,0,1,1422,915,0,2337,0,0,2,0,5,2,0,10,-2,0,-2,Detchd,1945.0,1,2,560,0,0,Y,0,57,0,0,0,0,-1,None,None,0,9,2007,WD,Normal,90000,-3,93.6158599,42.0315288
1063,1064,30,RM,50.0,6000,Pave,None,0,Lvl,AllPub,Inside,1,OldTown,-2,0,1Fam,1,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,0,1,BrkTil,0,0,0,3,397,0,0,706,1103,GasA,1,1,1,1103,0,0,1103,0,0,1,0,2,1,1,5,0,1,1,Detchd,1976.0,1,2,440,0,0,Y,166,120,0,0,0,0,-1,MnPrv,None,0,7,2006,WD,Normal,110500,3,93.6158599,42.0315288
1064,1065,20,RL,,11000,Pave,None,1,Lvl,AllPub,CulDSac,1,NAmes,0,0,1Fam,1,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,0,0,CBlock,0,0,1,3,740,2,230,184,1154,GasA,2,1,1,1154,0,0,1154,0,0,1,1,3,1,0,6,0,1,-2,Attchd,1966.0,2,2,480,0,0,Y,0,58,0,0,0,0,-1,MnPrv,None,0,11,2009,WD,Normal,154000,-1,,
1065,1066,60,RL,80.0,14000,Pave,None,0,Lvl,AllPub,Inside,2,ClearCr,0,0,1Fam,4,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,1,0,PConc,2,0,1,5,1201,0,0,105,1306,GasA,2,1,1,1306,954,0,2260,1,0,2,1,3,1,1,7,0,0,-2,Attchd,1996.0,2,2,533,0,0,Y,296,44,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,328000,1,93.6496345,42.035702
1066,1067,60,RL,59.0,7837,Pave,None,1,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,4,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,799,799,GasA,1,1,1,799,772,0,1571,0,0,2,1,3,1,0,7,0,1,0,Attchd,1993.0,2,2,380,0,0,Y,0,40,0,0,0,0,-1,None,None,0,5,2009,WD,Normal,178000,1,93.6482427,42.1073852
1067,1068,60,RL,80.0,9760,Pave,None,0,Lvl,AllPub,Inside,2,NAmes,0,0,1Fam,4,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,0,0,CBlock,0,0,1,5,674,1,106,0,780,GasA,0,1,1,798,813,0,1611,1,0,1,1,4,1,0,7,0,0,-2,Attchd,1964.0,2,2,442,0,0,Y,328,128,0,0,189,0,-1,None,None,0,6,2008,WD,Normal,167900,-3,,
1068,1069,160,RM,42.0,3964,Pave,None,0,Lvl,AllPub,Inside,1,MeadowV,0,0,TwnhsE,4,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,CBlock,1,0,0,4,837,0,0,105,942,GasA,1,1,1,1291,1230,0,2521,1,0,2,1,5,1,0,10,-4,1,1,Attchd,1973.0,3,2,576,0,0,Y,728,20,0,0,0,0,-1,GdPrv,None,0,6,2006,WD,Normal,151400,1,93.6541354,42.0043774
1069,1070,45,RL,60.0,9600,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,2,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,4,220,0,0,625,845,GasA,0,1,1,893,0,0,893,0,1,1,0,2,1,1,4,0,0,-2,Detchd,1985.0,1,2,576,0,0,Y,0,0,0,0,0,0,-1,None,None,0,5,2007,WD,Normal,135000,-2,,
1070,1071,20,RL,72.0,10152,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,0,0,CBlock,0,0,0,3,586,0,0,462,1048,GasA,0,1,1,1048,0,0,1048,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1956.0,1,1,286,0,0,Y,0,20,0,0,192,0,-1,None,None,0,6,2007,WD,Normal,135000,-3,,
1071,1072,60,RL,78.0,11700,Pave,None,0,Lvl,AllPub,Inside,1,NWAmes,-2,0,1Fam,4,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,2,298,0,0,429,727,GasA,2,1,1,829,727,0,1556,0,0,1,1,4,1,0,8,0,0,-2,Attchd,1968.0,1,2,441,0,0,Y,0,0,0,0,0,0,-1,None,None,0,5,2009,WD,Normal,154000,-1,93.6668704,42.0561644
1072,1073,50,RL,50.0,7585,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,-2,0,1Fam,3,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,-1,-1,1,0,0,0,0,810,810,GasA,-1,1,0,1002,454,0,1456,1,1,1,0,4,1,0,7,0,1,0,Detchd,1954.0,1,1,280,0,0,P,0,0,0,0,0,0,-1,None,None,0,8,2006,WD,Normal,91500,-3,93.6700775,42.0256764
1073,1074,60,RL,75.0,7950,Pave,None,1,Bnk,AllPub,Corner,1,Edwards,0,0,1Fam,4,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,0,0,CBlock,0,0,0,3,535,0,0,155,690,GasA,0,1,1,698,728,0,1426,0,0,1,1,3,1,0,6,0,0,-2,Attchd,1977.0,3,2,440,0,0,Y,252,0,0,0,0,0,-1,MnPrv,None,0,7,2009,WD,Normal,159500,-3,93.6700775,42.0256764
1074,1075,20,RL,74.0,8556,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,0,0,0,0,1240,1240,GasA,2,1,1,1240,0,0,1240,0,0,2,0,2,1,1,5,0,0,-2,Attchd,2006.0,2,3,826,0,0,Y,140,93,0,0,0,0,-1,None,None,0,5,2007,WD,Normal,194000,1,93.6629245,42.0210558
1075,1076,70,RL,75.0,13125,Pave,None,0,Lvl,AllPub,Inside,1,Crawfor,0,0,1Fam,4,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,0,3,410,0,0,390,800,GasA,0,1,1,960,780,0,1740,0,0,1,1,3,1,0,6,0,2,1,Attchd,1940.0,1,1,240,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2007,CWD,Normal,219500,0,93.6196433,42.0262182
1076,1077,50,RL,60.0,10800,Pave,Grvl,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,3,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,-1,0,0,4,626,0,0,170,796,GasA,1,1,1,1096,370,0,1466,0,1,2,0,3,1,1,7,-1,1,0,Attchd,1950.0,1,2,566,0,0,Y,436,21,0,0,0,0,-1,None,Shed,500,4,2006,WD,Normal,170000,1,93.6158599,42.0315288
1077,1078,20,RL,,15870,Pave,None,1,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,1,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,,0.0,0,0,CBlock,0,0,1,3,75,2,791,230,1096,GasA,2,1,1,1096,0,0,1096,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1969.0,3,1,299,0,0,Y,240,32,0,0,0,0,-1,None,None,0,3,2006,WD,Abnorml,138800,-1,,
1078,1079,120,RM,37.0,4435,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,TwnhsE,1,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,1,0,PConc,1,0,1,5,662,0,0,186,848,GasA,2,1,1,848,0,0,848,1,0,1,0,1,1,1,3,0,1,1,Attchd,2004.0,2,2,420,0,0,Y,140,0,0,0,0,0,-1,None,None,0,5,2006,WD,Normal,155900,4,93.6629245,42.0210558
1079,1080,20,RL,65.0,8775,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,0,5,495,0,0,495,990,GasA,1,1,1,990,0,0,990,0,0,1,0,3,1,0,5,0,0,-2,Attchd,1996.0,1,1,299,0,0,Y,0,64,0,0,0,0,-1,None,None,0,4,2007,WD,Normal,126000,-2,93.6629245,42.0210558
1080,1081,20,RL,80.0,11040,Pave,None,0,Lvl,AllPub,Inside,1,NWAmes,0,0,1Fam,1,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,1,1,CBlock,0,0,0,4,656,0,0,602,1258,GasA,2,1,1,1258,0,0,1258,0,1,2,0,3,1,1,5,0,0,-2,Attchd,1971.0,2,2,528,0,0,Y,55,0,0,216,0,0,-1,None,None,0,10,2008,COD,Abnorml,145000,2,93.6668704,42.0561644
1081,1082,20,RL,75.0,7500,Pave,None,0,Lvl,AllPub,Corner,1,Sawyer,-2,0,1Fam,1,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,0,4,824,0,0,216,1040,GasA,-1,1,1,1040,0,0,1040,1,0,1,1,3,1,0,5,0,0,-2,Attchd,1963.0,3,1,308,0,0,Y,0,0,220,0,0,0,-1,MnPrv,None,0,6,2010,WD,Normal,133000,-4,93.6196433,42.0262182
1082,1083,20,RL,70.0,8749,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,1,0,PConc,1,0,0,0,0,0,0,1459,1459,GasA,2,1,1,1459,0,0,1459,0,0,2,0,3,1,1,6,0,1,1,Attchd,2002.0,2,2,527,0,0,Y,192,39,0,0,0,0,-1,None,None,0,9,2007,WD,Normal,192000,4,93.6629245,42.0210558
1083,1084,20,RL,80.0,8800,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,0,0,CBlock,0,0,0,3,553,0,0,698,1251,GasA,0,1,1,1251,0,0,1251,1,0,1,0,3,1,0,6,0,2,1,Attchd,1964.0,2,1,461,0,0,Y,0,116,0,0,0,0,-1,MnPrv,Shed,700,3,2006,WD,Normal,160000,0,,
1084,1085,60,RL,,13031,Pave,None,2,Lvl,AllPub,Corner,1,Gilbert,0,0,1Fam,4,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,PConc,1,0,0,4,592,0,0,99,691,GasA,1,1,1,691,807,0,1498,0,0,2,1,3,1,0,6,0,1,0,Attchd,1995.0,3,2,409,0,0,Y,315,44,0,0,0,0,-1,None,None,0,7,2006,WD,Normal,187500,0,93.6482427,42.1073852
1085,1086,85,RL,73.0,9069,Pave,None,0,Lvl,AllPub,Inside,1,SawyerW,0,0,1Fam,,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,PConc,1,0,2,5,747,0,0,189,936,GasA,2,1,1,996,0,0,996,1,0,1,0,2,1,1,5,0,0,-2,Attchd,1992.0,1,2,564,0,0,Y,120,0,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,147000,0,93.6196433,42.0262182
1086,1087,160,RM,,1974,Pave,None,0,Lvl,AllPub,Inside,1,MeadowV,0,0,TwnhsE,4,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,CBlock,0,0,0,3,334,0,0,212,546,GasA,0,1,1,546,546,0,1092,0,0,1,1,3,1,0,6,0,0,-2,Attchd,1973.0,2,1,286,0,0,Y,120,96,0,0,0,0,-1,None,None,0,5,2010,WD,Normal,83500,-3,93.6541354,42.0043774
1087,1088,60,FV,85.0,10574,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,4,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,1,0,0,0,0,1082,1082,GasA,2,1,1,1082,871,0,1953,0,0,2,1,3,1,1,9,0,1,1,Attchd,2005.0,2,3,1043,0,0,Y,160,50,0,0,0,0,-1,None,None,0,5,2009,WD,Normal,252000,4,93.6435389,42.0489287
1088,1089,160,RM,24.0,2522,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,Twnhs,4,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,1,0,PConc,1,0,0,0,0,0,0,970,970,GasA,2,1,1,970,739,0,1709,0,0,2,0,3,1,1,7,-4,0,-2,Detchd,2004.0,1,2,380,0,0,Y,0,40,0,0,0,0,-1,None,None,0,4,2006,WD,Normal,137500,1,93.6700775,42.0256764
1089,1090,120,FV,37.0,3316,Pave,Pave,1,Lvl,AllPub,Inside,1,Somerst,0,0,TwnhsE,1,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,1,0,PConc,1,0,0,5,1039,0,0,208,1247,GasA,2,1,1,1247,0,0,1247,1,0,1,1,1,1,1,4,0,1,1,Attchd,2005.0,3,2,550,0,0,Y,0,84,0,0,0,0,-1,None,None,0,4,2006,WD,Normal,197000,4,93.6435389,42.0489287
1090,1091,90,RL,60.0,8544,Pave,None,0,Lvl,AllPub,Corner,1,NAmes,0,0,Duplex,1,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,,0.0,0,0,Slab,-1,0,-1,0,0,0,0,0,0,Wall,-1,0,0,1040,0,0,1040,0,0,2,0,2,2,0,6,0,0,-2,Detchd,1987.0,1,2,400,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,92900,-4,,
1091,1092,160,FV,24.0,2160,Pave,Pave,0,Lvl,AllPub,Inside,1,Somerst,0,0,Twnhs,4,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,1,0,PConc,1,0,0,3,510,0,0,90,600,GasA,2,1,1,624,628,0,1252,1,0,2,1,2,1,1,4,0,0,-2,Detchd,1999.0,1,2,462,0,0,Y,0,48,0,0,0,0,-1,None,None,0,3,2008,WD,Normal,160000,1,93.6435389,42.0489287
1092,1093,50,RL,60.0,8400,Pave,None,0,Bnk,AllPub,Inside,1,SWISU,0,0,1Fam,3,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,PConc,0,0,0,2,423,0,0,758,1181,GasA,-1,1,1,1390,304,0,1694,0,0,2,0,4,1,0,7,0,1,1,Detchd,1925.0,1,2,576,0,0,Y,342,0,128,0,0,0,-1,None,None,0,6,2008,WD,Normal,136500,-1,93.6554093,42.0126438
1093,1094,20,RL,71.0,9230,Pave,None,0,Lvl,AllPub,Corner,1,NAmes,-2,0,1Fam,1,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,0,0,CBlock,0,0,1,5,661,0,0,203,864,GasA,1,1,1,1200,0,0,1200,1,0,1,1,1,1,1,6,0,0,-2,Detchd,1977.0,1,2,884,0,0,Y,0,64,0,0,0,0,-1,MnPrv,None,0,10,2006,WD,Normal,146000,-1,,
1094,1095,20,RL,74.0,5868,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,3,248,2,240,448,936,GasA,2,1,1,936,0,0,936,1,0,1,0,2,1,0,4,0,0,-2,Attchd,1956.0,3,1,308,0,0,Y,0,0,80,0,160,0,-1,None,None,0,5,2010,WD,Normal,129000,-1,,
1095,1096,20,RL,78.0,9317,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,5,24,0,0,1290,1314,GasA,1,1,1,1314,0,0,1314,0,0,2,0,3,1,1,6,0,1,1,Attchd,2006.0,2,2,440,0,0,Y,0,22,0,0,0,0,-1,None,None,0,3,2007,WD,Normal,176432,3,93.6629245,42.0210558
1096,1097,70,RM,60.0,6882,Pave,None,0,Lvl,AllPub,Inside,1,IDOTRR,0,0,1Fam,4,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,0,0,0,0,0,0,0,684,684,GasA,0,1,1,773,582,0,1355,0,0,1,1,3,1,1,7,0,0,-2,None,,0,0,0,-2,-2,Y,136,0,115,0,0,0,-1,None,None,0,3,2007,WD,Normal,127000,-6,93.6196433,42.0262182
1097,1098,120,RL,,3696,Pave,None,0,Lvl,AllPub,Inside,1,StoneBr,0,0,TwnhsE,1,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,,0.0,1,0,CBlock,1,0,0,0,0,0,0,1074,1074,GasA,2,1,1,1088,0,0,1088,0,0,1,1,2,1,1,5,0,0,-2,Attchd,1987.0,2,2,461,0,0,Y,0,74,137,0,0,0,-1,None,None,0,10,2007,WD,Normal,170000,1,93.6352844,42.0606141
1098,1099,50,RM,50.0,6000,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,3,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,0,3,672,0,0,0,672,GasA,0,1,1,757,567,0,1324,0,0,1,0,3,1,0,6,0,0,-2,Detchd,1936.0,1,1,240,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2009,WD,Normal,128000,-3,93.6276074,42.0322741
1099,1100,20,RL,82.0,11880,Pave,None,1,Lvl,AllPub,Inside,1,NWAmes,-2,0,1Fam,1,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,0,0,CBlock,1,0,0,4,704,0,0,567,1271,GasA,0,1,1,1601,0,0,1601,0,0,2,0,3,1,0,7,0,1,0,Attchd,1978.0,2,2,478,0,0,Y,0,0,0,0,0,0,-1,None,None,0,4,2009,COD,Abnorml,157000,-1,93.6668704,42.0561644
1100,1101,30,RL,60.0,8400,Pave,None,0,Bnk,AllPub,Inside,1,SWISU,0,0,1Fam,1,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,-1,0,2,290,0,0,0,290,GasA,0,0,-1,438,0,0,438,0,0,1,0,1,1,-1,3,0,0,-2,Detchd,1930.0,1,1,246,0,0,N,0,0,0,0,0,0,-1,None,None,0,1,2009,WD,Normal,60000,-5,93.6554093,42.0126438
1101,1102,20,RL,61.0,9758,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,,0.0,0,0,CBlock,0,0,0,3,412,1,287,251,950,GasA,0,1,1,950,0,0,950,0,0,1,0,3,1,0,5,0,0,-2,Detchd,1981.0,1,1,280,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,119500,-3,,
1102,1103,20,RL,70.0,7000,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,0,0,CBlock,0,0,0,2,588,0,0,422,1010,GasA,2,1,1,1134,0,0,1134,0,0,1,0,2,1,0,6,0,0,-2,Attchd,1960.0,2,1,254,0,0,Y,0,16,0,0,0,0,-1,MnWw,None,0,4,2007,WD,Family,135000,-1,,
1103,1104,20,RL,79.0,8910,Pave,None,0,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,1,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,,0.0,0,0,CBlock,0,0,1,4,655,0,0,0,655,GasA,2,1,1,1194,0,0,1194,0,1,1,0,3,1,0,6,0,1,-1,BuiltIn,1954.0,3,2,539,0,0,Y,0,0,192,0,0,0,-1,None,None,0,7,2006,WD,Normal,159500,0,,
1104,1105,160,RM,24.0,2016,Pave,None,0,Lvl,AllPub,Inside,1,BrDale,0,0,TwnhsE,4,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,0,0,CBlock,0,0,0,0,0,0,0,630,630,GasA,0,1,1,630,672,0,1302,0,0,2,1,3,1,0,6,0,0,-2,Detchd,1970.0,1,2,440,0,0,Y,0,0,0,0,0,0,-1,None,None,0,4,2007,WD,Normal,106000,-3,93.6305266,42.0538966
1105,1106,60,RL,98.0,12256,Pave,None,1,Lvl,AllPub,Corner,1,NoRidge,0,0,1Fam,4,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,1,0,PConc,2,0,2,5,1032,0,0,431,1463,GasA,2,1,1,1500,1122,0,2622,1,0,2,1,3,1,1,9,0,2,0,Attchd,1994.0,2,2,712,0,0,Y,186,32,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,325000,3,93.6550459,42.051161
1106,1107,20,RL,114.0,10357,Pave,None,1,Lvl,AllPub,Corner,1,SawyerW,-2,0,1Fam,1,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,,0.0,1,0,PConc,1,0,1,5,738,0,0,172,910,GasA,1,1,1,1442,0,0,1442,1,0,2,0,3,1,1,6,0,1,0,Attchd,1990.0,3,2,719,0,0,Y,0,244,0,0,0,0,-1,None,None,0,5,2007,WD,Normal,179900,2,93.6196433,42.0262182
1107,1108,60,RL,168.0,23257,Pave,None,3,HLS,AllPub,CulDSac,1,Gilbert,0,0,1Fam,4,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,2,1,0,0,0,0,0,868,868,GasA,2,1,1,887,1134,0,2021,0,0,2,1,3,1,1,9,0,1,1,BuiltIn,2006.0,2,2,422,0,0,Y,0,100,0,0,0,0,-1,None,None,0,9,2006,New,Partial,274725,5,93.6482427,42.1073852
